src_ip,dst_ip,protocol,length,src_port,dst_port,timestamp
10.167.122.71,239.255.255.250,17,217,54156,1900,1711807979.398934
10.167.122.71,239.255.255.250,17,212,54155,1900,1711807979.399069
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807979.40287
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807979.403012
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807979.403104
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807979.403136
10.167.127.254,10.167.121.91,2048,56,0,0,1711807979.403161
10.167.127.254,10.167.125.29,2048,56,0,0,1711807979.403172
10.167.127.248,10.167.121.208,2048,60,0,0,1711807979.406712
10.167.121.111,10.167.121.208,2048,60,0,0,1711807979.437345
10.167.122.136,10.167.121.208,2048,56,0,0,1711807979.444197
10.167.127.254,10.167.122.149,2048,56,0,0,1711807979.500122
10.167.127.254,10.167.121.127,2048,56,0,0,1711807979.603273
10.167.127.254,10.167.120.46,2048,56,0,0,1711807979.704708
10.167.127.254,10.167.122.157,2048,56,0,0,1711807979.807006
0.0.0.0,0.0.0.0,0,95,49899,5355,1711807979.807029
10.167.123.104,224.0.0.252,17,75,49899,5355,1711807979.807095
10.167.123.104,10.167.127.255,17,92,137,137,1711807979.80713
10.167.127.254,10.167.120.31,2048,56,0,0,1711807979.807151
10.167.121.208,10.167.121.1,2048,42,0,0,1711807979.862934
10.167.121.208,20.189.173.10,6,54,56417,443,1711807979.875314
10.167.127.254,10.167.123.1,2048,56,0,0,1711807979.909528
10.167.121.111,10.167.121.208,2048,60,0,0,1711807979.947501
10.167.122.136,10.167.121.208,2048,56,0,0,1711807979.94989
10.167.121.206,224.0.0.251,17,103,5353,5353,1711807980.01587
10.167.126.23,224.0.0.251,17,275,5353,5353,1711807980.016491
10.167.127.254,10.167.124.25,2048,56,0,0,1711807980.016601
10.167.121.208,192.168.10.2,17,92,59403,53,1711807980.04649
10.167.121.208,13.89.179.10,6,66,56586,443,1711807980.050063
192.168.10.2,10.167.121.208,17,212,53,59403,1711807980.062239
10.167.121.208,20.189.173.18,6,66,56587,443,1711807980.063171
20.189.173.10,10.167.121.208,6,56,443,56417,1711807980.135393
10.167.121.208,20.189.173.10,6,54,56417,443,1711807980.135486
10.167.125.169,239.255.255.250,17,216,54500,1900,1711807980.216841
10.167.127.254,10.167.122.135,2048,56,0,0,1711807980.21736
10.167.127.254,10.167.122.213,2048,56,0,0,1711807980.217392
20.189.173.18,10.167.121.208,6,66,443,56587,1711807980.253282
10.167.121.208,20.189.173.18,6,54,56587,443,1711807980.253515
10.167.121.208,20.189.173.18,6,571,56587,443,1711807980.254063
13.89.179.10,10.167.121.208,6,66,443,56586,1711807980.276961
10.167.121.208,13.89.179.10,6,54,56586,443,1711807980.277039
10.167.121.208,13.89.179.10,6,571,56586,443,1711807980.278681
10.167.125.169,239.255.255.250,17,217,54501,1900,1711807980.320579
10.167.123.191,169.254.169.254,2048,56,0,0,1711807980.320828
10.167.121.246,10.167.127.254,2048,56,0,0,1711807980.320851
10.167.127.254,10.167.121.91,2048,56,0,0,1711807980.421441
10.167.124.196,239.255.255.250,17,216,59096,1900,1711807980.421481
10.167.124.196,239.255.255.250,17,217,59095,1900,1711807980.421616
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807980.421679
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807980.421775
10.167.127.254,10.167.125.29,2048,56,0,0,1711807980.421861
20.189.173.18,10.167.121.208,6,153,443,56587,1711807980.44917
10.167.121.208,20.189.173.18,6,491,56587,443,1711807980.449816
13.89.179.10,10.167.121.208,6,153,443,56586,1711807980.511214
10.167.121.208,13.89.179.10,6,450,56586,443,1711807980.51287
10.167.127.254,10.167.122.149,2048,56,0,0,1711807980.523946
10.167.127.254,10.167.121.127,2048,56,0,0,1711807980.52397
10.167.126.135,224.0.0.251,17,111,5353,5353,1711807980.523978
0.0.0.0,0.0.0.0,0,131,5353,5353,1711807980.524078
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807980.524704
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807980.524805
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807980.52486
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807980.524919
10.167.123.104,10.167.127.255,17,92,137,137,1711807980.626539
10.167.127.254,10.167.124.78,2048,56,0,0,1711807980.626602
20.189.173.18,10.167.121.208,6,1514,443,56587,1711807980.649551
20.189.173.18,10.167.121.208,6,1514,443,56587,1711807980.649551
10.167.121.208,20.189.173.18,6,54,56587,443,1711807980.649614
20.189.173.18,10.167.121.208,6,1514,443,56587,1711807980.653935
20.189.173.18,10.167.121.208,6,206,443,56587,1711807980.654019
10.167.121.208,20.189.173.18,6,54,56587,443,1711807980.654039
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1494,56587,443,1711807980.655128
10.167.121.208,20.189.173.18,6,1275,56587,443,1711807980.655128
10.167.127.254,10.167.122.157,2048,56,0,0,1711807980.730869
13.89.179.10,10.167.121.208,6,1514,443,56586,1711807980.746624
13.89.179.10,10.167.121.208,6,1514,443,56586,1711807980.746624
13.89.179.10,10.167.121.208,6,1514,443,56586,1711807980.746624
13.89.179.10,10.167.121.208,6,1514,443,56586,1711807980.746624
13.89.179.10,10.167.121.208,6,546,443,56586,1711807980.746624
10.167.121.208,13.89.179.10,6,54,56586,443,1711807980.746723
10.167.121.208,13.89.179.10,6,128,56586,443,1711807980.760068
10.167.121.208,13.89.179.10,6,146,56586,443,1711807980.760245
10.167.121.208,13.89.179.10,6,530,56586,443,1711807980.760898
10.167.121.208,13.89.179.10,6,1494,56586,443,1711807980.761083
10.167.121.208,13.89.179.10,6,799,56586,443,1711807980.761083
10.167.126.190,239.255.255.250,17,216,57963,1900,1711807980.831296
10.167.126.190,239.255.255.250,17,217,57964,1900,1711807980.831558
10.167.127.254,10.167.120.31,2048,56,0,0,1711807980.831674
10.167.127.254,10.167.123.1,2048,56,0,0,1711807980.831738
20.189.173.18,10.167.121.208,6,54,443,56587,1711807980.845397
20.189.173.18,10.167.121.208,6,54,443,56587,1711807980.845397
20.189.173.18,10.167.121.208,6,157,443,56587,1711807980.854948
10.167.121.208,10.167.121.1,2048,42,0,0,1711807980.85946
20.189.173.18,10.167.121.208,6,517,443,56587,1711807980.874505
10.167.121.208,20.189.173.18,6,54,56587,443,1711807980.874573
10.167.121.208,192.168.10.2,17,83,62581,53,1711807980.874629
10.167.121.208,20.189.173.18,6,78,56587,443,1711807980.877019
10.167.121.208,20.189.173.18,6,54,56587,443,1711807980.878045
192.168.10.2,10.167.121.208,17,227,53,62581,1711807980.897592
10.167.121.208,58.27.86.24,6,66,56588,80,1711807980.899635
10.167.123.214,224.0.0.251,17,124,5353,5353,1711807980.933521
0.0.0.0,0.0.0.0,0,144,5353,5353,1711807980.933696
58.27.86.24,10.167.121.208,6,66,80,56588,1711807980.964577
10.167.121.208,58.27.86.24,6,54,56588,80,1711807980.96491
10.167.121.208,58.27.86.24,6,165,56588,80,1711807980.965352
13.89.179.10,10.167.121.208,6,54,443,56586,1711807980.986986
13.89.179.10,10.167.121.208,6,54,443,56586,1711807980.986986
13.89.179.10,10.167.121.208,6,157,443,56586,1711807980.986986
13.89.179.10,10.167.121.208,6,116,443,56586,1711807980.986986
10.167.121.208,13.89.179.10,6,54,56586,443,1711807980.987122
10.167.121.208,13.89.179.10,6,85,56586,443,1711807980.987605
10.167.121.208,10.167.121.3,2048,42,0,0,1711807980.994688
10.167.127.248,10.167.121.208,2048,60,0,0,1711807981.00222
58.27.86.24,10.167.121.208,6,66,80,56588,1711807981.023169
10.167.121.208,58.27.86.24,6,66,56588,80,1711807981.023201
58.27.86.24,10.167.121.208,6,54,80,56588,1711807981.027429
58.27.86.24,10.167.121.208,6,241,80,56588,1711807981.029917
58.27.86.24,10.167.121.208,6,56,80,56588,1711807981.029917
10.167.121.208,58.27.86.24,6,54,56588,80,1711807981.030134
10.167.121.208,58.27.86.24,6,54,56588,80,1711807981.030243
10.167.121.15,10.167.123.214,2048,60,0,0,1711807981.036964
20.189.173.18,10.167.121.208,6,54,443,56587,1711807981.068194
10.167.121.111,10.167.121.208,2048,60,0,0,1711807981.074195
10.167.122.136,10.167.121.208,2048,56,0,0,1711807981.078431
58.27.86.24,10.167.121.208,6,54,80,56588,1711807981.09425
13.89.179.10,10.167.121.208,6,365,443,56586,1711807981.215859
10.167.127.81,10.167.123.214,2048,60,0,0,1711807981.240781
10.167.125.169,239.255.255.250,17,216,54500,1900,1711807981.240809
10.167.127.254,10.167.122.135,2048,56,0,0,1711807981.240872
10.167.127.254,10.167.122.213,2048,56,0,0,1711807981.240877
10.167.123.191,169.254.169.254,2048,56,0,0,1711807981.241132
10.167.121.208,13.89.179.10,6,54,56586,443,1711807981.259034
13.89.179.10,10.167.121.208,6,54,443,56586,1711807981.267137
10.167.121.140,10.167.127.255,17,186,53689,51007,1711807981.342965
10.167.123.104,10.167.127.255,17,92,137,137,1711807981.343058
10.167.127.254,10.167.121.91,2048,56,0,0,1711807981.446442
10.167.124.196,239.255.255.250,17,216,59096,1900,1711807981.446492
10.167.124.196,239.255.255.250,17,217,59095,1900,1711807981.446621
10.167.127.254,10.167.125.29,2048,56,0,0,1711807981.446652
10.167.127.254,10.167.122.149,2048,56,0,0,1711807981.446662
10.167.127.254,10.167.121.127,2048,56,0,0,1711807981.548887
10.167.122.12,239.255.255.250,17,167,39009,1900,1711807981.548912
10.167.127.254,10.167.124.78,2048,56,0,0,1711807981.650739
10.167.122.126,239.255.255.250,17,216,54891,1900,1711807981.752685
10.167.127.254,10.167.122.157,2048,56,0,0,1711807981.752907
10.167.126.190,239.255.255.250,17,216,57963,1900,1711807981.753393
10.167.126.190,239.255.255.250,17,217,57964,1900,1711807981.855097
10.167.122.12,239.255.255.250,17,167,39009,1900,1711807981.855201
10.167.121.208,10.167.121.1,2048,42,0,0,1711807981.860954
10.167.121.208,10.167.121.3,2048,42,0,0,1711807981.860977
10.167.123.214,224.0.0.251,17,392,5353,5353,1711807981.958462
0.0.0.0,0.0.0.0,0,412,5353,5353,1711807981.958568
10.167.123.118,239.255.255.250,17,164,47281,1900,1711807982.059973
10.167.122.12,239.255.255.250,17,167,39009,1900,1711807982.164963
10.167.125.207,224.0.0.251,17,119,5353,5353,1711807982.165187
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807982.265281
10.167.123.104,224.0.0.252,17,75,59540,5355,1711807982.265932
0.0.0.0,0.0.0.0,0,95,59540,5355,1711807982.266023
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807982.266165
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807982.26628
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807982.266374
10.167.123.191,169.254.169.254,2048,56,0,0,1711807982.266442
10.167.121.208,104.208.16.91,6,66,56609,443,1711807982.282189
10.167.121.208,104.208.16.91,6,66,56611,443,1711807982.282189
10.167.121.208,104.208.16.91,6,66,56610,443,1711807982.282189
10.167.121.208,10.167.121.2,2048,42,0,0,1711807982.360493
10.167.122.75,224.0.0.251,17,81,5353,5353,1711807982.37355
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807982.373771
0.0.0.0,0.0.0.0,0,95,50732,5355,1711807982.373879
10.167.122.75,224.0.0.252,17,75,50732,5355,1711807982.373931
10.167.122.75,224.0.0.251,17,119,5353,5353,1711807982.373969
0.0.0.0,0.0.0.0,0,139,5353,5353,1711807982.374062
10.167.121.2,10.167.121.208,2048,60,0,0,1711807982.375389
10.167.127.254,10.167.121.91,2048,56,0,0,1711807982.472386
10.167.124.196,239.255.255.250,17,216,59096,1900,1711807982.472442
10.167.124.196,239.255.255.250,17,217,59095,1900,1711807982.472519
10.167.127.254,10.167.122.149,2048,56,0,0,1711807982.472537
104.208.16.91,10.167.121.208,6,66,443,56611,1711807982.509177
104.208.16.91,10.167.121.208,6,66,443,56610,1711807982.509177
104.208.16.91,10.167.121.208,6,66,443,56609,1711807982.509177
10.167.121.208,104.208.16.91,6,54,56611,443,1711807982.50988
10.167.121.208,104.208.16.91,6,54,56610,443,1711807982.509976
10.167.121.208,104.208.16.91,6,54,56609,443,1711807982.509998
10.167.121.208,104.208.16.91,6,300,56611,443,1711807982.511809
10.167.121.208,104.208.16.91,6,300,56609,443,1711807982.511914
10.167.121.208,104.208.16.91,6,300,56610,443,1711807982.512775
10.167.121.208,104.16.84.69,6,78,56508,443,1711807982.552689
10.167.121.208,104.16.84.69,6,54,56508,443,1711807982.571551
10.167.127.254,10.167.121.127,2048,56,0,0,1711807982.572876
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807982.572989
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807982.57346
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807982.573566
10.167.122.71,224.0.0.251,17,82,5353,5353,1711807982.573944
104.16.84.69,10.167.121.208,6,56,443,56508,1711807982.606808
10.167.121.208,104.16.84.69,6,54,56508,443,1711807982.607197
104.16.84.69,10.167.121.208,6,54,443,56508,1711807982.621514
10.167.121.208,74.125.200.101,6,54,56507,443,1711807982.633939
10.167.121.208,74.125.200.101,6,54,56506,443,1711807982.634063
74.125.200.101,10.167.121.208,6,56,443,56506,1711807982.649468
74.125.200.101,10.167.121.208,6,56,443,56507,1711807982.649468
10.167.121.208,74.125.200.101,6,54,56506,443,1711807982.649587
10.167.121.208,74.125.200.101,6,54,56507,443,1711807982.649667
10.167.123.104,224.0.0.252,17,75,59540,5355,1711807982.676434
0.0.0.0,0.0.0.0,0,95,59540,5355,1711807982.676658
10.167.123.104,10.167.127.255,17,92,137,137,1711807982.676781
10.167.127.254,10.167.124.78,2048,56,0,0,1711807982.676855
10.167.124.134,239.255.255.250,17,216,53771,1900,1711807982.676874
104.208.16.91,10.167.121.208,6,1514,443,56609,1711807982.741631
104.208.16.91,10.167.121.208,6,1514,443,56609,1711807982.741631
104.208.16.91,10.167.121.208,6,1514,443,56609,1711807982.741631
104.208.16.91,10.167.121.208,6,1514,443,56609,1711807982.741631
104.208.16.91,10.167.121.208,6,468,443,56609,1711807982.741631
10.167.121.208,104.208.16.91,6,54,56609,443,1711807982.741728
104.208.16.91,10.167.121.208,6,1514,443,56610,1711807982.756191
104.208.16.91,10.167.121.208,6,1514,443,56610,1711807982.756191
104.208.16.91,10.167.121.208,6,1514,443,56610,1711807982.756191
104.208.16.91,10.167.121.208,6,1514,443,56610,1711807982.756191
104.208.16.91,10.167.121.208,6,468,443,56610,1711807982.756191
10.167.121.208,104.208.16.91,6,54,56610,443,1711807982.756449
10.167.121.208,104.208.16.91,6,212,56610,443,1711807982.762834
10.167.121.208,104.208.16.91,6,212,56609,443,1711807982.769557
104.208.16.91,10.167.121.208,6,1514,443,56611,1711807982.773716
104.208.16.91,10.167.121.208,6,1514,443,56611,1711807982.773716
104.208.16.91,10.167.121.208,6,1514,443,56611,1711807982.773716
104.208.16.91,10.167.121.208,6,1514,443,56611,1711807982.773716
104.208.16.91,10.167.121.208,6,468,443,56611,1711807982.773716
10.167.121.208,104.208.16.91,6,54,56611,443,1711807982.774012
10.167.122.126,239.255.255.250,17,216,54891,1900,1711807982.777208
10.167.126.190,239.255.255.250,17,216,57963,1900,1711807982.777418
10.167.124.134,239.255.255.250,17,217,53772,1900,1711807982.777481
10.167.121.208,104.208.16.91,6,212,56611,443,1711807982.780255
10.167.121.208,10.167.121.3,2048,42,0,0,1711807982.85963
10.167.126.190,239.255.255.250,17,217,57964,1900,1711807982.879743
10.167.127.158,169.254.169.254,2048,60,0,0,1711807982.880121
10.167.127.254,10.167.123.1,2048,56,0,0,1711807982.880205
104.208.16.91,10.167.121.208,6,105,443,56609,1711807982.99958
104.208.16.91,10.167.121.208,6,123,443,56609,1711807982.99958
104.208.16.91,10.167.121.208,6,105,443,56610,1711807982.99958
10.167.121.208,104.208.16.91,6,54,56609,443,1711807982.999716
10.167.121.208,104.208.16.91,6,54,56610,443,1711807982.999753
10.167.121.208,104.208.16.91,6,141,56609,443,1711807983.000763
10.167.121.208,104.208.16.91,6,92,56609,443,1711807983.000819
10.167.121.208,104.208.16.91,6,141,56610,443,1711807983.000901
10.167.121.208,104.208.16.91,6,486,56609,443,1711807983.001044
10.167.121.208,104.208.16.91,6,309,56609,443,1711807983.001138
10.167.121.208,104.208.16.91,6,1494,56609,443,1711807983.001189
10.167.121.208,104.208.16.91,6,79,56609,443,1711807983.001189
10.167.121.208,104.208.16.91,6,790,56609,443,1711807983.001244
10.167.121.208,104.208.16.91,6,92,56609,443,1711807983.001279
10.167.121.208,104.208.16.91,6,92,56609,443,1711807983.001314
104.208.16.91,10.167.121.208,6,123,443,56610,1711807983.001871
10.167.121.208,104.208.16.91,6,54,56610,443,1711807983.001945
10.167.121.208,104.208.16.91,6,92,56610,443,1711807983.002044
104.208.16.91,10.167.121.208,6,105,443,56611,1711807983.017365
10.167.121.208,104.208.16.91,6,54,56611,443,1711807983.017607
10.167.121.208,104.208.16.91,6,305,56609,443,1711807983.019915
10.167.121.208,104.208.16.91,6,141,56611,443,1711807983.02024
10.167.121.208,104.208.16.91,6,790,56609,443,1711807983.020918
10.167.121.208,104.208.16.91,6,92,56609,443,1711807983.021078
104.208.16.91,10.167.121.208,6,123,443,56611,1711807983.025011
10.167.121.208,104.208.16.91,6,54,56611,443,1711807983.025125
10.167.121.208,104.208.16.91,6,92,56611,443,1711807983.025297
10.167.127.254,10.167.125.135,2048,56,0,0,1711807983.085161
10.167.121.208,96.17.96.21,6,66,56622,443,1711807983.146278
96.17.96.21,10.167.121.208,6,66,443,56622,1711807983.172303
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.172643
10.167.121.208,96.17.96.21,6,647,56622,443,1711807983.174374
10.167.121.208,96.17.96.21,6,66,56623,443,1711807983.176018
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807983.186478
10.167.123.104,224.0.0.251,17,81,5353,5353,1711807983.186722
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807983.186804
0.0.0.0,0.0.0.0,0,101,5353,5353,1711807983.186988
96.17.96.21,10.167.121.208,6,66,443,56622,1711807983.191512
10.167.121.208,96.17.96.21,6,66,56622,443,1711807983.191589
96.17.96.21,10.167.121.208,6,54,443,56622,1711807983.197711
96.17.96.21,10.167.121.208,6,318,443,56622,1711807983.198117
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.198216
10.167.121.208,96.17.96.21,6,134,56622,443,1711807983.201977
10.167.121.208,96.17.96.21,6,134,56622,443,1711807983.206575
96.17.96.21,10.167.121.208,6,66,443,56623,1711807983.207042
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.207041
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.207041
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.207041
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.207041
10.167.121.208,96.17.96.21,6,1168,56622,443,1711807983.207041
10.167.121.208,96.17.96.21,6,54,56623,443,1711807983.207295
10.167.121.208,96.17.96.21,6,647,56623,443,1711807983.209198
96.17.96.21,10.167.121.208,6,341,443,56622,1711807983.224765
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.224829
104.208.16.91,10.167.121.208,6,54,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
96.17.96.21,10.167.121.208,6,66,443,56623,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,66,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,54,443,56609,1711807983.22711
104.208.16.91,10.167.121.208,6,92,443,56610,1711807983.22711
10.167.121.208,96.17.96.21,6,66,56623,443,1711807983.227201
10.167.121.208,104.208.16.91,6,54,56610,443,1711807983.227289
96.17.96.21,10.167.121.208,6,115,443,56622,1711807983.230312
96.17.96.21,10.167.121.208,6,85,443,56622,1711807983.230312
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.23046
10.167.121.208,96.17.96.21,6,85,56622,443,1711807983.23062
96.17.96.21,10.167.121.208,6,54,443,56622,1711807983.232312
104.208.16.91,10.167.121.208,6,92,443,56609,1711807983.233956
10.167.121.208,104.208.16.91,6,54,56609,443,1711807983.234026
96.17.96.21,10.167.121.208,6,54,443,56623,1711807983.238078
96.17.96.21,10.167.121.208,6,318,443,56623,1711807983.238078
10.167.121.208,96.17.96.21,6,54,56623,443,1711807983.238321
10.167.121.208,96.17.96.21,6,134,56623,443,1711807983.24031
10.167.121.208,96.17.96.21,6,134,56623,443,1711807983.241034
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.241192
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.241192
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.241192
10.167.121.208,96.17.96.21,6,552,56622,443,1711807983.241192
104.208.16.91,10.167.121.208,6,434,443,56609,1711807983.246286
104.208.16.91,10.167.121.208,6,54,443,56609,1711807983.246286
10.167.121.208,104.208.16.91,6,54,56609,443,1711807983.246401
104.208.16.91,10.167.121.208,6,54,443,56611,1711807983.253431
104.208.16.91,10.167.121.208,6,92,443,56611,1711807983.262995
10.167.121.208,104.208.16.91,6,54,56611,443,1711807983.263097
96.17.96.21,10.167.121.208,6,54,443,56622,1711807983.266489
96.17.96.21,10.167.121.208,6,341,443,56623,1711807983.266489
96.17.96.21,10.167.121.208,6,115,443,56623,1711807983.266489
96.17.96.21,10.167.121.208,6,85,443,56623,1711807983.266489
96.17.96.21,10.167.121.208,6,54,443,56622,1711807983.266489
10.167.121.208,96.17.96.21,6,54,56623,443,1711807983.266559
10.167.121.208,96.17.96.21,6,85,56623,443,1711807983.267195
104.208.16.91,10.167.121.208,6,54,443,56610,1711807983.276915
10.167.121.140,224.0.0.251,17,87,5353,5353,1711807983.288491
96.17.96.21,10.167.121.208,6,54,443,56623,1711807983.336341
96.17.96.21,10.167.121.208,6,741,443,56622,1711807983.379888
96.17.96.21,10.167.121.208,6,1514,443,56622,1711807983.379888
96.17.96.21,10.167.121.208,6,355,443,56622,1711807983.379888
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.380031
96.17.96.21,10.167.121.208,6,935,443,56622,1711807983.381747
96.17.96.21,10.167.121.208,6,1514,443,56622,1711807983.381747
96.17.96.21,10.167.121.208,6,144,443,56622,1711807983.381747
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.38203
10.167.125.212,239.255.255.250,17,217,53752,1900,1711807983.391173
10.167.123.104,10.167.127.255,17,92,137,137,1711807983.39148
10.167.127.254,10.167.121.91,2048,56,0,0,1711807983.391533
104.208.16.91,10.167.121.208,6,143,443,56609,1711807983.458569
10.167.121.208,104.208.16.91,6,54,56609,443,1711807983.458727
10.167.124.196,239.255.255.250,17,216,59096,1900,1711807983.49498
10.167.124.196,239.255.255.250,17,217,59095,1900,1711807983.495175
10.167.127.254,10.167.122.149,2048,56,0,0,1711807983.495243
10.167.127.158,169.254.169.254,2048,60,0,0,1711807983.495259
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.586095
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.586095
10.167.121.208,96.17.96.21,6,1514,56622,443,1711807983.586095
10.167.121.208,96.17.96.21,6,1012,56622,443,1711807983.586095
10.167.127.254,10.167.121.127,2048,56,0,0,1711807983.595676
96.17.96.21,10.167.121.208,6,54,443,56622,1711807983.610134
10.167.121.208,13.107.6.158,6,66,56624,443,1711807983.627572
13.107.6.158,10.167.121.208,6,66,443,56624,1711807983.64643
10.167.121.208,13.107.6.158,6,54,56624,443,1711807983.646548
10.167.121.208,13.107.6.158,6,562,56624,443,1711807983.647105
13.107.6.158,10.167.121.208,6,54,443,56624,1711807983.668881
13.107.6.158,10.167.121.208,6,208,443,56624,1711807983.668881
10.167.121.208,13.107.6.158,6,54,56624,443,1711807983.669113
10.167.121.208,13.107.6.158,6,105,56624,443,1711807983.672395
10.167.121.208,13.107.6.158,6,141,56624,443,1711807983.673781
10.167.121.208,13.107.6.158,6,1494,56624,443,1711807983.673932
10.167.121.208,13.107.6.158,6,1494,56624,443,1711807983.673932
10.167.121.208,13.107.6.158,6,712,56624,443,1711807983.673932
10.167.121.208,13.107.6.158,6,219,56624,443,1711807983.674357
10.167.121.208,13.107.6.158,6,92,56624,443,1711807983.674455
13.107.6.158,10.167.121.208,6,54,443,56624,1711807983.690372
13.107.6.158,10.167.121.208,6,123,443,56624,1711807983.690372
10.167.121.208,13.107.6.158,6,54,56624,443,1711807983.690437
10.167.121.208,13.107.6.158,6,92,56624,443,1711807983.690549
13.107.6.158,10.167.121.208,6,54,443,56624,1711807983.693287
13.107.6.158,10.167.121.208,6,54,443,56624,1711807983.693287
10.167.124.134,239.255.255.250,17,216,53771,1900,1711807983.699838
13.107.6.158,10.167.121.208,6,92,443,56624,1711807983.710091
13.107.6.158,10.167.121.208,6,54,443,56624,1711807983.710091
10.167.121.208,13.107.6.158,6,54,56624,443,1711807983.710208
96.17.96.21,10.167.121.208,6,897,443,56622,1711807983.751595
96.17.96.21,10.167.121.208,6,1240,443,56622,1711807983.751595
10.167.121.208,96.17.96.21,6,54,56622,443,1711807983.751691
10.167.122.126,239.255.255.250,17,216,54891,1900,1711807983.801231
10.167.127.254,10.167.127.241,2048,56,0,0,1711807983.801395
10.167.127.254,10.167.122.157,2048,56,0,0,1711807983.801414
10.167.126.190,239.255.255.250,17,216,57963,1900,1711807983.801423
10.167.124.134,239.255.255.250,17,217,53772,1900,1711807983.801472
10.167.121.208,10.167.121.3,2048,42,0,0,1711807983.861135
10.167.126.190,239.255.255.250,17,217,57964,1900,1711807983.902989
10.167.127.254,10.167.123.1,2048,56,0,0,1711807983.90337
13.107.6.158,10.167.121.208,6,970,443,56624,1711807983.941953
13.107.6.158,10.167.121.208,6,94,443,56624,1711807983.941953
13.107.6.158,10.167.121.208,6,93,443,56624,1711807983.941953
13.107.6.158,10.167.121.208,6,92,443,56624,1711807983.941953
10.167.121.208,13.107.6.158,6,54,56624,443,1711807983.942085
10.167.121.239,239.255.255.250,17,217,64368,1900,1711807984.005358
10.167.121.208,192.168.10.2,17,85,59403,53,1711807984.030907
192.168.10.2,10.167.121.208,17,456,53,59403,1711807984.055379
10.167.121.208,20.190.163.21,6,66,56635,443,1711807984.059014
20.190.163.21,10.167.121.208,6,66,443,56635,1711807984.088771
10.167.121.208,40.100.18.2,6,66,56636,443,1711807984.088844
10.167.121.208,20.190.163.21,6,54,56635,443,1711807984.088957
10.167.121.208,20.190.163.21,6,357,56635,443,1711807984.095299
10.167.127.254,10.167.125.135,2048,56,0,0,1711807984.108367
10.167.123.104,10.167.127.255,17,92,137,137,1711807984.10911
40.100.18.2,10.167.121.208,6,66,443,56636,1711807984.120209
20.190.163.21,10.167.121.208,6,153,443,56635,1711807984.120209
10.167.121.208,40.100.18.2,6,54,56636,443,1711807984.120514
10.167.121.208,20.190.163.21,6,54,56635,443,1711807984.12059
10.167.121.208,20.190.163.21,6,428,56635,443,1711807984.122024
10.167.121.208,40.100.18.2,6,803,56636,443,1711807984.123754
